cluster;representative protein;other proteins
4327;Q8N1V2;
4328;Q96FE5;Q6UY18,P0C6S8,Q7L985
4329;Q96NJ5;
4330;Q9P2G9;
4331;A1YPR0;
4332;P32519;
4333;P43403;
4334;Q02153;
4335;Q04864;Q04206,
4336;Q5T1V6;
4337;Q6UUV7;
4338;Q8NAA4;
4339;Q96K58;
4340;Q9BRD0;
4341;Q9NQB0;Q9UJU2,Q9HCS4
4342;Q13490;Q13489
4343;Q8IXI1;Q8IXI2,
4344;Q96MX3;
4345;Q9NYJ7;M0R177
4346;O75343;
4347;O94923;
4348;P09172;
4349;P13521;
4350;P38606;
4351;Q13585;P49286,P48039
4352;Q16134;
4353;Q86TM6;A0A1B0GTG8,
4354;Q8IZD4;
4355;Q8TD20;
4356;Q92681;
4357;Q96RU3;Q5T0N5,Q15642
4358;Q9H267;
4359;P27694;
4360;P48382;
4361;Q7Z3D6;
4362;Q8N4N3;
4363;Q8NE63;
4364;Q9H0L4;P33240,
4365;Q9UBP0;
4366;Q9Y227;A0A075B708,Q9NQZ7
4367;Q9Y6Q6;
4368;A7MCY6;
4369;O00255;
4370;O15240;
4371;P00748;
4372;Q14739;O76062
4373;Q8NAG6;
4374;Q8NFT6;
4375;Q96CK0;K7EM74,
4376;Q96CM8;
4377;Q9Y5A7;
4378;P20393;Q14995,
4379;P22303;P06276
4380;P59827;
4381;Q13772;
4382;Q3KP44;
4383;Q68DK7;
4384;Q7Z7F0;
4385;Q8N554;
4386;Q9Y2D8;
4387;O15354;O60883
4388;O95831;
4389;Q02086;
4390;Q6NYC8;
4391;Q6UVY6;
4392;Q7Z5L7;Q6PEZ8,
4393;Q8IYX3;
4394;Q969P0;
4395;Q96C34;
4396;Q9UJY4;
4397;Q9Y6X3;
4398;Q7RTM1;
4399;Q8IXW5;
4400;Q8NAB2;
4401;Q8TB96;
4402;Q93052;Q15654,
4403;Q96MW5;H3BUN2,H3BMQ9,
4404;Q96Q07;
4405;Q9P2C4;
4406;Q9UKG9;
4407;A0A1C7CYV8;Q14863,
4408;A7MD48;
4409;O94955;
4410;O95251;Q9H7Z6
4411;P09960;
4412;P23588;
4413;Q494U1;
4414;Q494V2;
4415;Q96HN2;P23526,O43865
4416;Q96PZ2;
4417;Q9H6U8;
4418;O14967;P27824
4419;O15213;
4420;P16581;
4421;Q17RQ9;
4422;Q4VX76;
4423;Q6NUM9;
4424;Q6PIS1;
4425;Q96P26;Q9BXI3,
4426;Q9NPC7;
4427;P02768;P02771
4428;P12956;
4429;Q6L8Q7;
4430;Q6NV75;
4431;Q8IZC4;
4432;Q9BSJ5;
4433;Q9P215;
4434;O94826;
4435;Q6JEL2;
4436;Q86X55;
4437;Q8IWF6;Q8NEG7
4438;Q8NCW6;Q7Z4T8
4439;Q8TAT6;
4440;Q9NUW8;
4441;O14772;
4442;O95935;Q96SF7,Q9Y458
4443;P04843;
4444;P34925;
4445;P36915;
4446;P52306;
4447;Q676U5;
4448;Q6NUS6;
4449;Q7L775;
4450;Q86UP6;
4451;Q8IYW4;
4452;Q8WXI4;Q8WYK0,
4453;Q9H9F9;
4454;O14678;
4455;O15321;H3BMG7,
4456;O43318;
4457;O75083;
4458;Q6AZY7;
4459;Q86WA9;
4460;Q8N9R8;
4461;Q9UL59;
4462;O15297;
4463;O75604;
4464;P35858;
4465;Q16236;
4466;Q6IBW4;
4467;Q8TAT5;
4468;Q8TC56;Q8IYT1,Q8NEG0
4469;Q8WTR4;Q9HCC8
4470;Q96EA4;
4471;Q96MM7;O60243,Q8IZP7
4472;Q96NN9;
4473;Q9GZS0;
4474;Q9NZ53;
4475;Q9UIS9;
4476;Q9Y297;Q9UKB1
4477;A8MXQ7;A0A1B0GTG1
4478;O43309;P17028,Q16670,Q9UNY5,P10073,Q9H4T2,O15535,Q9Y5A6,Q96N95,Q3MJ62,Q96LW9,Q86W11,Q969J2,P49910,Q8NF99,Q9BRR0
4479;P35354;P23219
4480;Q05D60;
4481;Q14264;
4482;Q16798;P48163,P23368
4483;Q96M94;
4484;P03915;
4485;P0CW18;
4486;P13056;P49116,
4487;P53350;
4488;Q68CZ6;
4489;Q6PJ61;
4490;Q86SR1;Q49A17
4491;Q8N6Q8;
4492;Q9ULZ9;Q9NPA2
4493;Q07065;
4494;Q14738;Q15173,Q16537,Q13362,Q15172
4495;Q15326;
4496;Q86VL8;
4497;Q8N3X6;
4498;Q8WWT9;Q86YT5,Q13183,
4499;Q9BQW3;Q9UH73,Q9HAK2,Q9H4W6
4500;Q9H1U4;
4501;Q9H9A6;
4502;P30154;P30153
4503;Q56NI9;
4504;Q8NFY9;
4505;Q92630;Q9NR20,O43781,H0YGX0
4506;Q96SZ6;
4507;Q9BW04;
4508;Q9UGU5;
4509;O43272;
4510;O95402;
4511;P29536;
4512;Q5TA45;
4513;Q5VW38;
4514;Q66K64;
4515;Q8NHQ9;
4516;Q96LB3;
4517;Q9BV36;
4518;Q9NSC7;
4519;O95256;
4520;P07199;
4521;P43652;
4522;P61221;
4523;Q5FYB0;P15848,Q5FYB1,
4524;Q9BVL2;
4525;Q9P0W8;
4526;Q9UJX3;
4527;Q9Y2R4;
4528;Q9Y6M1;Q9NZI8,O00425
4529;O43310;
4530;Q14181;
4531;Q15051;
4532;Q6P1W5;
4533;Q8N3Y1;
4534;Q8TE04;Q9H999,Q9BZ23
4535;Q9HA90;
4536;Q9Y232;Q9Y6F7,Q8N8U2,Q9Y6F8
4537;A2A2Y4;Q7Z6J6,
4538;A6NNA2;
4539;O60942;
4540;P04003;
4541;Q06124;P29350
4542;Q15046;
4543;Q58FF7;
4544;Q8NHQ1;
4545;Q9H1C4;
4546;Q9H2C0;
4547;Q9H8M2;
4548;Q9NYH9;
4549;Q9UHB4;
4550;Q9UJP4;
4551;Q9UJX2;
4552;P41743;Q05513,
4553;P57772;
4554;Q4G112;
4555;Q6UY09;
4556;Q7RTS5;
4557;Q7Z628;Q9NR81
4558;Q96AX1;
4559;Q96HC4;
4560;Q9Y250;
4561;Q9Y616;
4562;A5D8V7;
4563;P03372;Q92731
4564;P28908;
4565;P35240;P35241,P15311,P26038,
4566;Q7Z7K2;
4567;Q92908;Q9BWX5,P43694
4568;Q96PQ1;Q9Y286,Q9NYZ4,Q9Y336
4569;Q99572;P56373
4570;Q9NQX0;
4571;Q9Y5X1;
4572;O00567;
4573;P61764;O00186,Q15833
4574;Q03989;
4575;Q13322;Q14451,Q14449
4576;Q6UN15;
4577;Q86TU7;
4578;Q8IYA8;
4579;Q8IZ13;
4580;Q8NE62;
4581;Q92990;
4582;Q96G42;
4583;Q99259;Q6ZQY3,Q9Y600,Q05329
4584;Q9NQ94;Q8TBY0,A0AV96,
4585;Q9UNH5;O60729,A4D256
4586;Q9Y267;
4587;O00499;
4588;O76083;
4589;P28799;
4590;P43378;
4591;P51689;P51690,P54793,P08842,Q5FYA8,
4592;Q03431;P49190,
4593;Q15723;
4594;Q49AN0;Q16526,
4595;Q7L4E1;
4596;Q8NFJ9;
4597;Q8TE67;
4598;Q8WXI9;
4599;Q96GW9;
4600;Q99856;Q8IVW6,A6NKF2,
4601;Q9BUH8;
4602;Q9Y483;O43189,Q5T6S3
4603;P31939;
4604;Q3B8N5;
4605;Q6ZNA5;
4606;Q7Z569;
4607;Q86T96;
4608;Q8IVW4;Q92772
4609;Q8WWQ2;Q9Y251,
4610;Q92804;Q3LI63,Q3LI61
4611;Q9BWV7;
4612;Q9UJT2;
4613;P07358;
4614;P17812;Q9NRF8,
4615;P41440;
4616;P49023;O60711,O43294
4617;Q76KD6;
4618;Q8N8S7;
4619;Q8NFR7;
4620;Q96MW7;
4621;Q9H900;
4622;P20309;P08912,P11229
4623;P34947;Q15835,P32298,Q8WTQ7,P43250
4624;Q6NUJ5;
4625;Q6UWP8;
4626;Q86VH4;Q86VH5,Q86UE6,O43300,
4627;Q8IXH7;
4628;Q8N865;
4629;Q99742;
4630;Q9BQG1;Q86SS6,Q5T7P8,Q6XYQ8
4631;Q9NZV5;H3BT81
4632;O14682;Q9H0H3
4633;O75529;
4634;P14866;M0QYT0,M0R076,
4635;Q05215;
4636;Q6P1L5;Q86VQ1,
4637;Q86UZ6;
4638;Q8N1N0;
4639;Q8NDX2;Q9P2U7,Q9P2U8,Q9NRA2,
4640;Q8NHP8;
4641;Q8WVV4;
4642;Q96S65;
4643;Q9HC62;
4644;Q9HD45;
4645;Q9NSD9;
4646;M0R2C6;Q9NP81,
4647;O00541;
4648;O75553;
4649;Q13939;
4650;Q14134;
4651;Q16538;
4652;Q53T94;
4653;Q8N427;
4654;Q8WXK1;A6NK59,
4655;Q96RR4;Q8N5S9,
4656;P46060;
4657;Q05932;
4658;Q2MV58;
4659;Q7Z5L9;
4660;Q8N1H7;
4661;Q8NFF5;
4662;Q96BF6;
4663;Q96IT1;
4664;Q96Q27;
4665;Q9NTJ5;
4666;O95391;
4667;P36269;A6NGU5,P36268,B5MD39,Q9BX51,P19440,Q14390,
4668;Q53FZ2;Q08AH3,Q6P461,Q08AH1,P0C7M7,Q68CK6,Q6NUN0
4669;Q5VWI1;
4670;Q6ZV50;
4671;Q8IWD5;
4672;Q8IXQ5;
4673;Q8NHS4;
4674;Q8WWW8;
4675;Q96KV6;Q7KYR7,Q13410,Q8WVV5
4676;Q9BYE2;
4677;Q9UHD8;Q8IYM1,Q9UH03,
4678;P07476;
4679;P40200;
4680;Q08380;
4681;Q13368;Q5T2T1,
4682;Q7Z739;Q9Y5A9,Q9BYJ9
4683;Q8NE31;
4684;Q8WW52;Q6UXP7
4685;Q8WYN3;Q9H175
4686;Q92624;
4687;Q96DM1;
4688;Q9BWN1;
4689;Q9BY44;
4690;Q9H2S9;Q9UKT9,Q9UKS7,Q13422
4691;Q9H4H8;
4692;Q9NRC1;Q8TDW4,
4693;O00478;O00481,P78410
4694;O75363;
4695;O95365;
4696;P07357;
4697;P41214;
4698;P60507;P60608,
4699;Q6J4K2;
4700;Q8IU81;
4701;Q8IXL6;Q96MK3
4702;Q8N807;
4703;Q9N2K0;Q9N2J8
4704;Q9Y573;
4705;O15091;
4706;O43280;
4707;P05156;
4708;Q13740;
4709;Q5JTV8;
4710;Q6PF15;
4711;Q86X27;Q5JS13
4712;Q8N1G4;
4713;Q8N584;
4714;Q8NCV1;
4715;Q8NHH9;Q6DD88,Q8WXF7
4716;Q92802;
4717;Q96RS6;
4718;Q9UGN5;
4719;A2A3L6;
4720;A6NN90;
4721;O14545;
4722;Q02383;P04279,
4723;Q4G0J3;
4724;Q5BKZ1;
4725;Q86UE4;
4726;Q96AY3;O95302,Q75LS8
4727;Q96BN6;
4728;Q99583;
4729;Q9NPI6;
4730;Q9NVN8;
4731;Q9NVV4;
4732;Q9P2F9;
4733;Q9UQ13;
4734;O14512;
4735;Q15650;
4736;Q2WGJ6;
4737;Q8IY34;Q8N697,
4738;Q8IZM8;
4739;Q8N2H3;
4740;Q8NA03;
4741;Q8TF66;
4742;Q9BXM7;
4743;Q9P270;
4744;Q9Y2E8;
4745;O75426;
4746;O75909;
4747;O95243;
4748;P30305;P30304,
4749;P51654;P78333,
4750;Q05C16;
4751;Q3MIX3;
4752;Q86U44;
4753;Q8NAT1;
4754;Q8WVR3;
4755;Q8WX92;
4756;Q9C0D0;
4757;Q9GZU1;Q8TDD5,Q8IZK6
4758;Q9GZV3;
4759;Q9H8W5;
4760;Q9NXV6;
4761;A6NIM6;
4762;O00519;
4763;O60508;
4764;Q01201;
4765;Q1MX18;
4766;Q5T749;
4767;Q5VV42;
4768;Q86VD9;
4769;Q8N158;
4770;Q8NFG4;
4771;Q9BY79;
4772;Q9BYV7;Q16518,
4773;Q9HCD5;
4774;Q9NWS1;
4775;A2CJ06;
4776;Q0D2K2;
4777;Q13651;
4778;Q14699;
4779;Q5T160;
4780;Q6IC98;
4781;Q7Z7A4;
4782;Q92496;Q02985,
4783;Q92839;O00219,Q92819
4784;Q969N2;
4785;Q96AP4;
4786;Q9BV94;
4787;Q9BXQ6;
4788;Q9NPH5;
4789;Q9UJ83;
4790;O60907;Q9BZK7,Q9BQ87
4791;O95793;Q9NUL3,
4792;Q13416;
4793;Q6PI26;
4794;Q86T90;
4795;Q86VW1;
4796;Q8N6T0;
4797;Q8TF68;
4798;Q8WY91;
4799;Q96CV9;
4800;Q9HCI7;
4801;P38432;
4802;Q14168;Q9NZW5,
4803;Q4G176;
4804;Q8TEU8;Q96NZ8
4805;Q96DX4;
4806;Q96M20;
4807;Q96M93;
4808;Q96PD5;
4809;Q9BRG2;
4810;Q9Y6I3;
4811;O95628;
4812;O95817;
4813;P07204;
4814;P17098;
4815;P19532;P19484,O75030,O14948,
4816;P28039;
4817;Q3LXA3;
4818;Q658N2;Q2TBF2,I3NI40,
4819;Q6NT32;O00748,Q6UWW8,Q9UKY3,P23141,
4820;Q6UXF1;
4821;Q8NA72;
4822;Q8WTU2;
4823;Q9BYC5;
4824;Q9HB29;P14778,
4825;Q9UFP1;
4826;Q9UGP5;
4827;Q9UQQ2;
4828;A6NEF3;A6NEM1,A0A0M3HER8,H0YKK7,A6NEY3,A6NI86
4829;O00311;
4830;O43734;
4831;O76050;A8MQ27
4832;P21589;
4833;P30613;P14618
4834;P36406;P18085,P84085,P62330,P84077,P36404,P61204,P40616,H0YGG7,P36405,
4835;P43004;P43005,O00341,P43003,P48664
4836;Q08397;P28300,
4837;Q14534;
4838;Q8N6P7;
4839;Q9H4L4;
4840;Q9H5J0;
4841;Q9NWW7;
4842;Q9P0K8;
4843;P10809;
4844;Q16671;
4845;Q5TGP6;
4846;Q6ZP65;
4847;Q86U10;
4848;Q96JW4;Q8IVJ1,Q96GZ6,
4849;Q9Y692;
4850;O14531;Q16555,Q14195,Q14117,Q14194,Q9BPU6
4851;P25100;A0A1B0GWH6,P35348,P35368,
4852;Q14956;
4853;Q14D33;
4854;Q15942;
4855;Q6NXP0;
4856;Q6ZUG5;
4857;Q9H808;
4858;P0CG20;
4859;Q10471;Q8N428,Q96FL9
4860;Q6H9L7;B1AKI9
4861;Q6ZNE9;
4862;Q86UT5;
4863;Q8IYW5;
4864;Q96G74;
4865;Q9GZV8;
4866;Q9NP59;
4867;Q9NUG4;
4868;A2RTY3;
4869;F5H4B4;
4870;P04839;Q9HBY0,Q9Y5S8,
4871;Q8NCP5;
4872;Q8NEP4;
4873;Q96AY2;
4874;Q96FL8;
4875;Q96JP5;
4876;Q9BUK6;
4877;Q9NPH3;
4878;Q9NPJ1;
4879;Q9NRW7;
4880;Q9NS93;
4881;Q12980;
4882;Q5HYW3;
4883;Q5TAA0;
4884;Q7L9B9;
4885;Q8N119;
4886;Q8N370;O75387
4887;Q9BXB7;
4888;Q9H5N1;
4889;Q9UGJ0;P54619,Q9UGI9,
4890;O95470;
4891;P42568;Q03111,
4892;P49281;P49279,
4893;Q13114;O00463,
4894;Q4AC99;Q96QU6,
4895;Q5T619;
4896;Q6PML9;
4897;Q8ND83;
4898;Q8TB73;
4899;Q9BRS2;
4900;Q9NW07;Q86XF7,
4901;P37173;
4902;P52429;
4903;Q15124;P36871,
4904;Q6NW34;
4905;Q6NXT6;
4906;Q6UWM7;
4907;Q92696;
4908;Q96ME7;
4909;Q96RQ9;
4910;Q96S06;
4911;Q96T49;Q96I34
4912;Q9BWE0;
4913;Q9H6Z4;
4914;A8MYJ7;
4915;O43566;
4916;O75419;
4917;O95196;
4918;Q2T9J0;
4919;Q5VTB9;
4920;Q6ZS11;
4921;Q8IW70;Q8N4L1,H0Y9J4
4922;Q8NHY0;Q00973
4923;Q969U6;
4924;Q96T92;
4925;Q9BR26;
4926;Q9BZB8;A0A0J9YYC4,
4927;Q9NYP3;P48047,H7C0C1,
4928;O75398;
4929;Q53GS9;
4930;Q6UXI9;
4931;Q9UBW5;
4932;Q9UK80;
4933;O95361;Q309B1
4934;Q13057;
4935;Q7RTZ1;
4936;Q9H6X2;P58335,
4937;Q9HA77;
4938;Q9UF83;A8MUU9,
4939;Q9Y262;
4940;B3KU38;P0DPB3,Q1A5X6
4941;O14773;
4942;P30038;
4943;Q4U2R8;Q8TCC7,Q96S37,A6NK97,Q9NSA0
4944;Q502W7;
4945;Q5SRN2;
4946;Q8IWE2;Q9NRY5,
4947;Q8NA47;
4948;Q8NG04;
4949;Q8WYA6;
4950;Q969V3;
4951;Q9BST9;
4952;Q9H9K5;
4953;Q9HCC0;
4954;O15270;Q9NUV7,
4955;P00750;
4956;P52594;
4957;Q14592;
4958;Q7RTS6;
4959;Q86W50;
4960;Q8IYJ3;
4961;Q8N6L0;
4962;Q8NAF0;
4963;Q8WU58;
4964;Q96QS3;
4965;Q9Y6K8;P00568,
4966;O43281;
4967;P08243;
4968;P49902;Q86YG4
4969;P78314;
4970;Q53GI3;
4971;Q5FBB7;
4972;Q5XG92;
4973;Q7LFX5;
4974;Q8NBH2;
4975;Q8NBW4;
4976;Q96BT3;
4977;Q96SK2;
4978;Q9Y2W6;
4979;Q9Y5R5;
4980;A6NIV6;
4981;O00257;
4982;P03971;
4983;P40197;
4984;Q0VAK6;
4985;Q14520;
4986;Q6UXD7;
4987;Q86SQ6;
4988;Q86UC2;
4989;Q8N2I2;Q6ZSS3
4990;Q96LW4;
4991;Q99741;
4992;Q9NY61;
4993;Q9UJX0;Q9Y236,
4994;O75914;Q13153,Q13177
4995;P02748;
4996;P32189;Q14409,Q14410
4997;Q0D2I5;Q5TF58,H3BQV1
4998;Q13112;
4999;Q13131;P54646
5000;Q5QP82;
5001;Q6P1R3;
5002;Q6PGQ7;
5003;Q8N4P6;
5004;Q92558;Q9UPY6,Q9Y6W5
5005;Q969Y0;
5006;Q96DL1;Q8N323,Q6UWF7
5007;Q96KR7;
5008;Q9NVH1;
5009;Q9NXB0;
5010;Q9UHX1;
5011;Q9ULP9;
5012;O00592;
5013;O95870;Q9H3Z7,
5014;P00367;P49448,
5015;P06744;
5016;P31512;P31513,Q99518,O60774,Q01740,P49326
5017;P35052;Q9Y625,O75487
5018;Q00597;
5019;Q49MI3;
5020;Q6P1M9;
5021;Q8N4S9;
5022;Q8NBE8;
5023;Q9H0G5;
5024;Q9NPH2;
5025;Q9NUQ6;
5026;A6NM43;Q96SF2,
5027;O75879;
5028;O76082;Q9H015,
5029;O95970;Q8N145,Q8N135,Q8N0V4
5030;P17181;
5031;P35680;
5032;Q13123;
5033;Q5JTD0;
5034;Q9BXY5;
5035;Q9NVR7;
5036;Q9ULM6;Q96LI5,
5037;Q9Y4X5;
5038;A6NKX4;
5039;O15530;Q6A1A2,
5040;O75564;
5041;O75751;O15245,O15244
5042;P07686;P06865
5043;P15391;
5044;P17987;
5045;Q01638;
5046;Q32NB8;
5047;Q3SY00;
5048;Q9BW71;
5049;Q9H4I0;
5050;Q9Y5J1;
5051;P14222;
5052;P34913;
5053;Q12912;
5054;Q2M329;
5055;Q6GPH6;
5056;Q7Z6M2;
5057;Q8NBN3;Q96K49,
5058;Q96S52;
5059;Q9NWM0;
5060;Q9Y5Y0;Q9UPI3
5061;A0AVF1;
5062;O95201;
5063;P09603;
5064;P48169;P34903,P14867,Q16445,P47869,P31644,P18507,Q99928,Q8N1C3
5065;Q92521;
5066;Q96KC8;
5067;O75467;Q6AW86,
5068;O95838;P48546,P47871,P43220
5069;P25705;
5070;Q12948;Q99958
5071;Q2L4Q9;Q9BQB6,I3L3B4,H0YD56,E9PLN8
5072;Q49A26;
5073;Q5SSJ5;
5074;Q6P4A8;
5075;Q6ZWJ1;
5076;Q86VQ3;P10599
5077;Q8IUX8;
5078;Q8IVM8;Q6T423,Q63ZE4,Q8N4F4
5079;Q96JT2;
5080;Q96PX6;A6NKD9,Q15834
5081;Q9BZE9;
5082;Q9UHF4;
5083;O95758;P26599,Q9UKA9
5084;P15586;
5085;Q0VFZ6;
5086;Q13485;
5087;Q6UY01;
5088;Q8WTV0;
5089;Q9BVS4;
5090;Q9H0X4;
5091;Q9NQ89;
5092;Q9UQB8;
5093;Q9Y6N9;
5094;O15389;Q08ET2,O43699,P20138
5095;O95199;Q8NDN9,
5096;P0DN79;P35520,
5097;P14784;
5098;P19525;
5099;P56180;Q6XPS3
5100;Q16630;
5101;Q6ZMI3;
5102;Q8IYJ2;
5103;Q96C11;
5104;Q96NY9;
5105;Q96S66;
5106;Q9BZR9;
5107;Q9NP74;
5108;Q9UL16;H3BMC4,A0A2R8Y5L6,H3BSH0
5109;Q9Y226;
5110;Q9Y228;
5111;A6NDA9;
5112;O43405;
5113;P22304;
5114;P35610;O75908
5115;P98153;
5116;Q14247;
5117;Q7L5Y6;
5118;Q7Z3K6;Q8N108
5119;Q8IWA6;
5120;Q8IX15;
5121;Q96A19;Q68D86
5122;A6NKU9;A6NHP3,A0A494C0Z2,A0A494C191,P0CI01,A6NIY4,Q8NFV5,A6NNV3,Q495Y8,A6NLX3,A6NJR5,A0A494C086,Q495Y7
5123;O00400;
5124;P17022;
5125;Q14296;
5126;Q2M3V2;
5127;Q6NT04;
5128;Q86Y34;
5129;Q8IVW8;Q6ZMD2,Q9H2V7,I3L4N9
5130;Q8N878;
5131;Q96QG7;
5132;Q9BVP2;
5133;Q9NQS3;
5134;Q9Y6S9;
5135;O15371;
5136;O43776;
5137;P32780;
5138;P50548;P41162,Q6ZN32,A0A1W2PQ73,
5139;P50990;
5140;Q86UY8;Q9H857
5141;Q8N4V2;
5142;Q9BUR4;
5143;Q9BYV6;Q9BYV2,Q969Q1,
5144;Q9NWZ5;Q9HA47,Q9BZX2
5145;Q9UQ53;Q9UM21
5146;Q9Y694;
5147;O95072;
5148;P22307;
5149;P83111;
5150;Q6P5Q4;P28289,Q9NYL9,Q9NZQ9,Q9NZR1
5151;Q6PI77;
5152;Q6ZRI8;
5153;Q8IWB1;
5154;Q8IZD6;
5155;Q969I6;Q8WUX1,Q96QD8,Q99624
5156;Q9H9T3;
5157;Q9HAY6;
5158;Q9NUZ1;
5159;Q9NY93;
5160;A6NLF2;Q8NG57,A0A087WX78,Q3SY89
5161;O15355;
5162;Q5VTL8;
5163;Q86SU0;
5164;Q86V42;Q8WVI0
5165;Q8N0U7;
5166;Q8TEB1;
5167;Q9H211;
5168;Q9NRG9;
5169;Q9UIF7;
5170;O43918;
5171;O75298;
5172;P22792;
5173;P49368;
5174;P51687;
5175;P57082;Q99593
5176;Q5TEC3;
5177;Q86XZ4;
5178;Q8IZ73;
5179;Q8N344;
5180;Q8TDN2;
5181;Q8WWZ8;
5182;Q9UEW8;O95747,
5183;A8MT65;Q86TJ5,
5184;O15049;
5185;Q5VTE6;
5186;Q64LD2;
5187;Q7L5N7;Q643R3,Q8NF37,
5188;Q7Z449;Q6VVX0,
5189;Q7Z4N8;
5190;Q8N4S0;
5191;Q8TD08;
5192;Q96AP0;
5193;Q9UK59;
5194;C9JE40;
5195;O96017;
5196;P07196;P08670,P41219,P14136,P17661
5197;P18146;Q06889,
5198;P31948;
5199;P43251;
5200;Q16678;
5201;Q5D0E6;
5202;Q8N3Z6;
5203;Q8NA29;
5204;Q8NC44;
5205;Q8NEB7;
5206;Q969M2;P35212,P36382,P57773
5207;Q99832;
5208;Q9NPR9;
5209;Q9NZN4;Q9H4M9,Q9H223,Q9NZN3
5210;Q9UBI9;
5211;O00294;O75386,P50607
5212;O95394;
5213;Q15554;
5214;Q5TKA1;
5215;Q8IYG6;
5216;Q8N543;
5217;Q8N6G5;Q8TDX6,
5218;Q8TC41;
5219;Q8WVV9;
5220;Q96SC8;
5221;O00482;Q13285,
5222;O94941;
5223;O95528;
5224;O95954;
5225;P17342;
5226;P48643;
5227;Q13478;
5228;Q15758;P43007,
5229;Q16880;
5230;Q5T9L3;
5231;Q8N6S4;
5232;Q8N8E2;
5233;Q8N9W5;M0R381,
5234;Q8TAM2;
5235;Q96AA3;U3KQK6,U3KQG8,U3KQE9
5236;Q96L92;
5237;Q9UP65;
5238;O43353;
5239;O95800;
5240;Q12836;
5241;Q13425;Q13884,Q13424
5242;Q16610;
5243;Q6ZMH5;
5244;Q7Z434;
5245;Q8N0Z9;
5246;Q92783;O75886,
5247;Q9NRM0;Q6PXP3,H7C1H1,P22732,Q9BYW1
5248;Q9NUL7;
5249;Q9NUN5;
5250;Q9NZI7;Q9NZI6,Q12800
5251;Q9NZN8;
5252;O15156;
5253;O60320;
5254;P05166;
5255;P36021;Q8TF71,
5256;P49419;
5257;P50991;
5258;Q12899;
5259;Q5XUX0;Q9H693,H3BMH7,
5260;Q8N531;A0A075B6T3
5261;Q9NY99;Q9NSN8
5262;Q9Y2I2;Q96CW9
5263;A6NL88;
5264;P10155;
5265;P52294;O00505,O60684,O15131,A9QM74,P52292,O00629,
5266;P57789;Q9NYG8,O95069
5267;P60508;
5268;Q15291;
5269;Q49A92;
5270;Q69YN2;
5271;Q6SPF0;Q5VXD3,
5272;Q6XQN6;
5273;Q7L5A3;
5274;Q8IYT4;
5275;Q8TC71;
5276;Q8WUG5;
5277;Q92692;P15151
5278;Q96IF1;
5279;Q96KA5;
5280;Q9H0W5;
5281;Q9H972;
5282;Q9HBE5;
5283;Q9UPQ8;
5284;Q9UQF0;
5285;P17643;P14679,P40126,
5286;Q86UD5;Q4ZJI4,A6NJY1
5287;Q8TCT0;
5288;Q96BV0;C9JVG2
5289;Q9P0J1;Q9P2J9,
5290;Q9ULV1;
5291;A0A0J9YXV3;
5292;O75159;Q8WXH5
5293;O75191;
5294;P04062;
5295;Q03933;
5296;Q13573;
5297;Q6UWY0;
5298;Q8N7P1;
5299;Q96EX3;P0C5K6,
5300;Q96M34;H0Y9P7,
5301;Q9HB96;
5302;Q9UF12;
5303;A6NMK8;
5304;B6SEH9;B6SEH8,
5305;O14544;
5306;O15460;P13674
5307;O94763;
5308;P05187;P05186,P10696,P09923
5309;P0C6C1;A5PLL1
5310;P51649;
5311;P78371;
5312;Q02252;
5313;Q3MIP1;
5314;Q6UXG8;
5315;Q9UHI5;Q92536,Q9NS82,Q9UPY5,Q9UM01,P82251,Q01650,Q8MH63,Q9GIP4
5316;Q9UHY1;Q9NSY0,
5317;O43242;
5318;P15863;Q02548,P55771
5319;P22310;Q6UWM9,P06133,P35503,O75310,P35504,Q9HAW9,P54855,O75795,P16662,P22309,Q9HAW8,Q9Y4X1,P36537,Q9BY64,Q9HAW7,P19224,O60656
5320;Q13564;
5321;Q5T5S1;
5322;Q5T8D3;
5323;Q5ZPR3;
5324;Q6ZU67;
5325;Q6ZUT6;
5326;Q8N159;
5327;Q8TDR2;Q8N165
5328;Q9BSA4;Q9C0H2,Q9H313
5329;Q9BUI4;
5330;A6NCF5;
5331;O43175;
5332;P24557;
5333;P28702;P48443,P19793,
5334;P57057;Q8TED4
5335;Q09327;
5336;Q13094;
5337;Q8TDF5;Q8NC67,
5338;Q9Y6F1;
5339;O95409;Q15915,O60481
5340;P36894;O00238,P36896,P36897,Q04771,Q8NER5,P37023,
5341;Q14781;
5342;Q16572;
5343;Q6GMR7;
5344;Q8N8W4;
5345;Q8WWV6;
5346;Q9H816;
5347;Q9P2B7;
5348;A6NJT0;
5349;C9JL84;
5350;O60678;Q9NR22,Q99873,
5351;P40227;Q92526
5352;Q02318;
5353;Q2M3C6;
5354;Q5F1R6;
5355;Q6NT55;P78329,Q02928,P98187,Q9HCS2,Q08477,Q5TCH4,Q8N1L4,Q86W10,Q9HBI6,P13584
5356;Q6P1J9;
5357;Q8N5A5;A0A0J9YYD9,V9GY48
5358;Q8N7H5;
5359;Q92925;Q6STE5,Q96GM5
5360;Q96EG3;
5361;Q96EK2;
5362;Q9NPQ8;
5363;Q9UHC3;
5364;Q9Y3X0;
5365;O75475;
5366;P22083;Q11128,Q11130,P21217,P51993
5367;Q14498;Q86U06
5368;Q6X4W1;
5369;Q7RTT9;
5370;Q86TW2;
5371;Q86XE3;
5372;Q8IXS8;Q9BYI3
